Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
30.9,98,78.8,93.2,27.2,10.7,1.73,5.6,472,Poor
23.8,72.4,2.9,9.6,23,3.5,0.95,10.9,384,Good
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,Moderate
24.2,69.8,4.9,9.5,18.5,3.3,1.03,16,423,Good
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,489,Moderate
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,Poor
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,Moderate
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,Good
26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,Moderate
30,86,8.3,20.4,21.4,10.2,1.59,7.2,733,Moderate
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,Hazardous
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,Moderate
30.6,44.2,12,16.4,14.7,2.9,0.99,12.1,569,Good
39.3,76,38.4,49.6,23.5,26.8,2.06,3.4,452,Poor
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,Good
33.3,80,33.8,48.2,38.3,3.7,1.61,5.1,507,Poor
25.5,85.4,13.3,26,35.7,9.6,1.54,6.6,662,Moderate
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,Poor
29.9,56.3,13.9,16.1,13,3.3,0.99,10.2,519,Good
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,Moderate
30.4,57.7,12.2,28.7,37.2,25,1.95,3.9,749,Poor
26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,Moderate
25.2,71,10.8,14.9,14.6,5.8,1.05,12.6,479,Good
25.6,66,0.8,6.7,16,7,0.84,11.7,431,Good
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor
23.6,50.5,19.6,25.4,21.6,5,0.96,10.5,294,Good
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,Moderate
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,Poor
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,Good
26.4,78.1,1.8,9.9,27,6.6,1.06,14.6,552,Good
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,Good
32.8,62.4,24,42.7,32.9,25,2.29,6.2,415,Poor
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,Good
30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,Moderate
23.1,63,9.9,17.8,25,5.4,1.03,10.2,403,Good
28.2,78.9,0.1,6.9,26,10.4,1.55,6.5,679,Moderate
26.7,60,7.1,11,20.2,5.9,1.01,10.8,349,Good
33.4,85.5,55.9,60.9,36,10.2,1.64,3.7,698,Poor
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,Good
37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,592,Hazardous
25.1,66.6,38.5,43.4,18.5,4.3,0.92,12,326,Good
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous
18.5,54,5.2,7.7,22.7,3.9,0.86,14.1,415,Good
22.7,44,13,16.1,16.1,3.4,0.95,12.9,330,Good
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,Moderate
29.3,67,53.8,67,18.1,13.3,1.3,9.1,336,Moderate
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7,567,Moderate
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6,404,Moderate
40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555,Hazardous
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,Good
27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,Poor
19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,Good
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,Moderate
34.2,62.7,40,50.3,23.8,9.3,1.5,5.1,416,Moderate
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,Poor
30.9,74.6,24,28.9,23.6,7.7,1.01,10.7,217,Good
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,Good
39.2,108,73.5,88.5,34,15.8,1.96,6.2,734,Hazardous
33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,Poor
22.4,54.5,0,4.6,20.6,7.5,0.74,11.4,326,Good
30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,Moderate
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,Good
27,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,Moderate
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,Poor
26,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,Moderate
30,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,Moderate
29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,816,Poor
37.7,93.3,115.9,145.3,33.2,16.2,2,8.2,374,Poor
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,Hazardous
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,Poor
25.1,70.9,16.8,33,37.1,9.1,1.05,6.3,569,Moderate
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,Good
27.3,71,8.3,11.9,13.5,11.1,1.13,12,390,Good
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5,551,Poor
26.8,63.3,1.7,5.3,17.3,2,0.92,11.3,481,Good
51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,744,Hazardous
37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,729,Hazardous
22,51.1,26,27.3,23,8.2,1.03,14.4,384,Good
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,Good
31.7,95.3,42.1,64.9,30.4,13,2.14,4.3,595,Poor
24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,Good
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,Good
41.4,55,14.8,28.8,27.7,16.4,1.32,5,297,Moderate
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,Moderate
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,Poor
28.9,73.1,5.6,10.3,17,5.6,1.02,10.8,303,Good
32,81.6,3.1,11,28,11,1.31,6.1,531,Moderate
35,85.2,47.4,62.5,24,8.8,1.87,9.2,641,Moderate
39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,Poor
35.2,57.6,46.5,59,22.3,4.7,1.37,5.3,650,Moderate
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,338,Good
29,44.6,21.2,28,19.6,3.3,1.2,11.1,545,Good
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,Good
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,Poor
37.3,49.5,13.1,28.5,31,14,1.52,6.4,300,Moderate
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,Moderate
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,Good
26.8,71.2,9.5,22.8,20.4,14,1.54,6.2,367,Moderate
42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,Hazardous
26.8,55.2,3.6,8,20.7,5.6,0.76,12.2,575,Good
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,Good
35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,346,Moderate
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,Good
20.5,80.3,12.6,25.9,33,11.4,1.44,6.1,433,Moderate
45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,Hazardous
25,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386,Good
34.6,68.4,56.8,72.9,32.9,7.8,1.51,6,702,Poor
32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,Poor
22.1,46.7,0.8,6.3,26,3.1,0.98,10,469,Good
30.4,77,10,14.8,15.5,3.1,0.9,10.1,386,Good
24.5,65.3,29.4,38.1,33.4,2,1.23,6,616,Moderate
26.5,69,9.7,19.6,18.3,4.7,0.95,15.6,262,Good
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,Good
26,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,Good
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,Good
31.3,102.2,15.4,33.6,29.6,21,1.88,4.1,466,Poor
36.2,58.4,2,14.7,22.9,5.9,1.17,5.5,533,Moderate
23.2,60.9,3.7,4,14.5,4.2,1.02,13.9,381,Good
26.5,64.6,36.9,37.9,20.8,5,0.98,13,359,Good
25.5,57.8,1.4,7.7,33,9.5,1.96,6.9,481,Moderate
32.4,66.1,9.1,16,13.9,4.6,1.02,11.4,283,Good
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,Good
39.2,68,4,18.4,30.2,16.8,1.77,3.8,763,Poor
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,Moderate
32.2,57,22.8,34.4,25.7,5.8,1.5,7,509,Moderate
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,Moderate
37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,Hazardous
39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,Hazardous
29,74,2.2,15,22.3,10.5,1.72,10.2,703,Moderate
35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,Moderate
28.6,45.6,56.8,64.8,30.2,7,1.42,7.6,681,Moderate
28.9,44.2,5.6,10.9,19.7,4.5,1.03,18,333,Good
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,Good
43.3,95.1,20.3,53,37.9,21,2.08,6.3,581,Hazardous
23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,Moderate
31.6,95.2,157.5,180,38.8,28.7,2,3.6,571,Poor
25.1,68.4,5.4,11.9,15,1.2,1.03,13.7,203,Good
36,70.2,12.5,41.9,30.7,16,1.79,4.6,624,Poor
29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,Moderate
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
23,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,Good
32,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,Good
25.4,63.2,10.7,16,17.9,2.2,0.93,12.7,560,Good
25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,Good
28,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,Good
23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,Good
46.7,84.2,1.6,26.6,36.5,13.4,3.04,8,506,Hazardous
20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520,Good
29,100.2,69.8,85,26.5,17,1.95,4.9,641,Poor
40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,Hazardous
23,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,Moderate
23.9,49.8,3.2,8.9,16.4,7.4,1,11.1,237,Good
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,Hazardous
25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,Good
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,Good
32.1,59.4,8.2,13.3,22.8,2,1.16,10.2,396,Good
32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,Moderate
24.6,96.2,114.7,142.1,32.2,17.1,1.95,3.7,677,Poor
25.3,63.9,16.1,24.8,26.6,9.8,1.08,10.1,552,Good
33.3,51.4,9.6,20.7,20.7,16,1.48,5.8,542,Moderate
21.3,79.2,28.9,32.9,16.9,3,0.98,12.2,372,Good
38.7,67,22.4,41.4,46.9,21.7,2.24,5.7,520,Hazardous
21.3,47.7,8,12.3,21.2,7,0.99,10.7,478,Good
43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797,Hazardous
28,50.9,1,6.3,23,5.3,0.87,13.2,381,Good
24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568,Moderate
26,38.6,16.6,22.7,22,2.8,1.22,12.9,389,Good
23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,Moderate
34.4,87.9,216.9,240,50.7,15.3,2.53,4.3,578,Hazardous
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776,Poor
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,Hazardous
28.4,75.5,13.1,26.9,20,14.1,1.72,5.8,402,Moderate
33,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213,Good
31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,Moderate
21.8,59.9,21,22.6,23.5,5.2,0.94,10,318,Good
32,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,Moderate
38.9,90,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor
27.3,61,32.3,34.8,21,6.9,0.98,10.4,453,Good
37.3,70.1,4.6,17.8,34.8,12,1.73,3.6,609,Poor
39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,Hazardous
25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379,Good
23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,Good
34.1,55,12,30.7,28.3,22.7,1.64,3.4,684,Poor
29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337,Moderate
24.5,60.1,5.4,12.5,27.4,5.4,0.98,10.5,476,Good
29.8,44,30.2,31.6,23.9,2.6,0.99,18.6,322,Good
22.8,72.8,16.8,25.2,23,2.1,1.15,10.3,502,Good
23.5,73.7,2.1,6,22.2,3,0.86,10.7,200,Good
34.8,78.3,43,56.3,41.7,8,1.32,5.7,738,Poor
29,80.3,5.4,11.2,19,4.6,1.01,10.1,538,Good
22.5,81.5,2,15.3,27.8,14.7,1.75,5,492,Moderate
34.5,82.1,25.3,40.9,41.4,17.2,2.73,5,808,Hazardous
28.7,59.4,4,8.5,18.9,5.6,0.84,10.1,364,Good
30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,Poor
32.7,50.3,26.8,40.9,22,8.1,1.68,9.1,417,Moderate
28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291,Good
30.5,54,6.3,14.5,29,7.9,1.54,5.8,391,Moderate
40,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,Poor
27.7,75.8,0.2,5.2,10.4,4,0.93,10.4,505,Good
31.7,54.2,16.8,26,32.6,11.2,1.76,5.8,514,Moderate
29.3,68.3,3,8.1,10.8,5.2,1.09,10.5,336,Good
22,59.2,14,25.8,20.8,13.2,1.5,5.4,503,Moderate
21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,Poor
30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,Poor
30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,Poor
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571,Moderate
31.9,74.7,15.3,33.9,48,13.6,2.29,5.6,756,Poor
28.8,66.7,7.6,10.6,16.4,5.1,1.25,13.3,460,Good
32.2,87.1,48.1,64.2,29.7,15.3,1.44,5.3,666,Moderate
24.2,56.3,9.6,16.3,15.3,5,1.04,12.9,387,Good
33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489,Moderate
40,63.6,83,114.7,49.1,15.5,2.53,2.9,767,Hazardous
31.3,64.4,3.9,6.9,26.4,5,0.97,10.6,315,Good
39.7,67.9,35.7,39,33.1,8.8,1.73,7.3,617,Poor
26.4,62.1,7.1,10.1,19.2,5.9,1.06,12.2,437,Good
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391,Good
30.5,77.1,14,23.8,32.3,12.4,1.8,6.9,357,Moderate
19.7,41,3.1,5.5,14.3,1.3,1.08,10.3,509,Good
24,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477,Good
36.8,69.6,21.8,35.1,36,4.3,2.45,4.8,729,Poor
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,Good
35,61,15.4,29.4,31.8,40.7,2.66,4.8,733,Hazardous
49.1,93,57.2,85.2,36.9,22.3,2.77,3.6,623,Hazardous
28.7,81,17.8,28.2,23.5,12,1.42,10.5,352,Moderate
45.6,78.7,3.4,25.3,34,11.5,2.41,2.5,503,Hazardous
27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563,Good
31.6,52,0.7,13.8,28.7,12.1,1.45,6.5,549,Moderate
32.2,78.1,0.4,6.2,26.7,13.8,1.64,5.1,540,Moderate
31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676,Moderate
41.6,86.7,51.4,76.8,30.1,27.7,2.27,6.8,744,Hazardous
25.2,66.6,21.7,30.7,28,3.4,1.12,13.5,283,Good
27.3,75.6,2.1,7.7,24.4,14.2,2.12,6.7,665,Poor
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5,478,Poor
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208,Good
26.3,54.1,0.9,10.3,25.1,4.5,0.95,10.1,316,Good
22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346,Moderate
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,Good
27.7,51.3,0.5,22.9,29.1,14,1.68,3.8,470,Poor
30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,Moderate
23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,Good
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7,304,Moderate
23.2,67,8.1,14.5,12.4,3.8,0.89,10.5,222,Good
37,78.3,12,24.3,23.7,6.1,1.7,7.6,485,Moderate
31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265,Moderate
39.4,101.1,16.6,36.8,49.8,30.4,2.01,3.6,789,Hazardous
22.3,54.1,4.3,10.3,12.7,4.5,1.02,10.4,275,Good
37.3,76.1,7.9,18.8,39.5,11.9,2.27,3.5,434,Poor
24.2,83.2,19.6,29.1,22.4,1.7,1.37,6,384,Moderate
32.7,74.9,21.4,22.4,18,12,1.57,5.7,586,Moderate
25.9,46.2,0.4,5.5,21.7,8.7,0.95,10.8,299,Good
21.5,69.6,0.3,4.7,10,4.9,0.96,14.2,388,Good
29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,Moderate
18.5,71,13.2,20.4,19.4,5.2,0.89,12,550,Good
36.8,73.6,36,51.2,24.5,11.2,1.53,6,630,Moderate
21.4,55.3,3.3,5,13.3,0.9,1.28,10.1,609,Good
28.7,65,12,18.3,27.3,6.2,0.99,10.3,331,Good
40,68.1,31.6,45.7,38.1,14.4,2.17,4,596,Poor
24.4,45.9,25,30.5,22.8,3.1,0.97,11.5,524,Good
45.3,73.7,53.2,84.6,47.8,28,2.45,2.8,480,Hazardous
29.7,55.6,28,45.2,24.5,7.9,1.25,5.9,471,Moderate
30.1,70.5,39.7,53,24.8,8.3,1.34,5.9,683,Moderate
23,76.7,4.3,12,18.3,0.7,1.07,12.9,270,Good
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate
29.9,78.9,11.6,26.1,17.5,5.3,1.49,6.6,533,Moderate
18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259,Good
21.2,72.7,13.9,21.1,23.4,5.1,0.87,11.7,207,Good
21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,Moderate
31.4,93.4,11.6,27.1,19.2,16,1.77,8.7,383,Moderate
31.2,75.5,30.5,37.8,32.7,8.6,1.79,6,608,Moderate
33.8,67.8,5.3,6.6,21.4,9.9,1.24,7.5,376,Moderate
40.9,62.4,19,36.7,36.1,20.9,2.3,8.1,518,Poor
29.4,63.7,79.7,93.1,26.2,12.2,1.56,5.4,326,Moderate
45.8,96.4,0.4,10,34.1,11.9,1.9,11.6,374,Poor
25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317,Good
27.4,64.7,23.9,32.4,12.8,1.9,1.08,17.2,403,Good
24.4,69.9,24.1,30,19.4,10.2,1.72,11.3,581,Moderate
29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438,Poor
29.6,46.4,14.2,16.9,11.8,6.5,1,11.8,382,Good
23.4,53.5,4.9,10.5,17.5,6.3,0.91,15.5,501,Good
25.8,42.2,2.2,3.9,15.2,9,0.99,13.8,543,Good
22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525,Good
21.6,50.7,1.5,4,11.7,2.3,0.94,12,452,Good
30.1,86.2,18.7,27.7,33.4,9.3,1.57,5,479,Moderate
19.7,48,20.5,25.1,18.2,6.9,1.13,10.5,604,Good
21.7,65.6,2.3,7.4,10.1,5.4,0.91,14.6,302,Good
40.6,77.6,18.1,46.7,35.9,13.8,1.96,4.5,434,Poor
29.5,69.6,11.8,18.2,28.9,6.7,0.94,11.7,363,Good
28.7,54.7,17.7,25.2,39.7,9.8,2.44,4.4,522,Poor
26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500,Good
28.9,72.2,9.9,25.7,35.4,9.8,1.33,6.6,597,Moderate
36,90.1,29.5,41.4,34.6,13.3,2.12,5.1,760,Poor
34.5,83,89.5,108.6,36,16,3.67,5.9,781,Hazardous
31.5,95.4,24.3,41.3,35.5,34.3,2.52,3.2,790,Hazardous
37.9,80.9,76.2,106.7,40.9,9,2.11,5.9,737,Hazardous
39.9,69.7,1.8,10.6,27.1,18,2.29,6.9,660,Hazardous
25.5,54.8,19.3,27.1,25.4,3.1,0.89,11.4,530,Good
21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298,Good
24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,Good
31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,Moderate
44.5,81.7,85.6,107.6,34.2,34.9,2.45,7.5,682,Hazardous
33.9,63.5,55.1,78.8,41.8,18.9,1.99,3.6,454,Poor
22.2,53.1,13.8,15,21.5,4.1,1.06,14.5,276,Good
28.5,74.7,9.4,16.7,17.5,9.1,1.06,11.2,304,Good
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338,Good
33.6,55.2,2.9,21.2,21.9,5.1,1.69,5.3,454,Moderate
32.5,69.3,28,47.9,28.8,9.8,1.53,5.2,409,Moderate
19.9,80.9,12.2,22,24.4,8.3,1.45,7.3,433,Moderate
26.4,70.6,18.8,25,26.9,6.3,1,16.1,500,Good
30.3,77.1,1.9,11.7,32,16.4,1.99,9.9,618,Moderate
35.1,51.8,4.7,14.9,14.8,10.5,1.25,6.8,352,Moderate
25.5,68.9,2.9,16,38.3,2.3,1.61,10.9,357,Moderate
31.8,71.4,18.6,32,18.7,13.9,1.3,5.5,483,Moderate
21.1,55.8,28.7,42.8,23.6,6,1.52,7.5,424,Moderate
23.7,72,2.3,12.5,16.3,11.3,1.52,6.1,607,Moderate
28,71,26.7,28.4,19.4,6,1.07,11.1,233,Good
45,107,13.2,20.9,56,10.2,2.23,4,775,Hazardous
22.7,78.2,7.4,7.5,19.8,5.2,0.86,10.2,255,Good
46,90.9,11,30.8,26.2,15,1.78,5.6,736,Poor
24.2,41.3,1.1,6,12.3,7.8,1.16,10.4,601,Good
28,53.6,20.2,28.4,14.1,2.7,0.99,11.7,475,Good
27.9,70.5,2,6.6,17.7,3.2,0.94,11,554,Good
26.7,42.5,20,24.9,22.1,8.4,0.95,15,309,Good
34.1,79.9,42.9,48.9,41.9,20.4,2.03,4.8,515,Poor
30.1,78.4,6.5,24.9,28.8,6.6,1.98,7,569,Poor
20.9,68,3.3,8.8,21.9,4.1,1.08,10.5,538,Good
21.4,77.6,7.7,11.2,25.2,5,0.94,12.6,547,Good
26.5,68,20.7,28.1,14.2,2.4,0.9,13.3,248,Good
27.8,69.2,2.7,7.9,24.8,2.1,1.22,10.2,401,Good
43.6,112.5,47.7,69.6,40.8,21.6,2.64,3.2,805,Hazardous
29.2,64.3,46.3,51,26.7,9.8,1.5,6.1,623,Moderate
23.7,66.3,11.8,14.4,12.2,1.9,0.79,12,248,Good
19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639,Moderate
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243,Good
35.8,69.7,9.8,14.4,22.5,10.5,1.1,5.3,396,Moderate
25.5,77.9,6.9,11.4,19.5,9.3,1.09,11.7,254,Good
41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359,Poor
22.6,55.6,7.4,8,22.4,4,1.1,10.8,330,Good
20.1,54.3,10.1,12.2,27.1,0.6,1.12,10.1,474,Good
26.5,67.6,1.8,9.2,26.5,4.9,1.09,12.3,418,Good
27.2,59.1,3.7,5.2,15,5.2,1.03,11,285,Good
45.7,76.3,1.1,20.8,23.8,28.2,2.44,3.7,761,Hazardous
41.8,72.4,19.3,37.6,36.1,12.2,2.11,3.6,617,Hazardous
26.7,77.9,24.2,26.6,21.2,4.9,1.13,10.8,352,Good
22.9,57.2,66.5,80.9,25.4,6.9,1.53,5.3,682,Moderate
28.1,87.7,39.2,53.4,39.1,10.3,1.86,5.2,669,Poor
33.6,71,61.1,77.5,27.7,10.8,1.89,3.8,644,Poor
25.4,56.8,5.7,8.2,15.6,4.2,1.01,12,375,Good
24.5,40.6,0.5,4.1,25.4,4.2,1.02,11.7,494,Good
34.7,74,22.5,23.7,40.4,17.1,2.49,5.2,523,Poor
23,50.9,19.3,20.7,21.4,6.9,1,12.6,454,Good
24.3,79.5,9.8,12.6,26.5,5.7,1.01,12.5,280,Good
43.3,69.3,6.6,19.3,34.3,11.3,1.99,4.3,500,Poor
29.6,68.9,1.9,7.6,26.5,4.1,1.5,9.9,398,Moderate
36.9,69.8,55.4,62.3,37.2,21,2.04,3.8,414,Poor
27,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good
30.7,54.4,1.5,8.9,21.6,11.2,1.73,5.6,565,Moderate
32.2,89,50.8,70,24.9,24.5,2.6,3.5,527,Poor
28.9,57.9,16.4,23.1,20.6,3.4,0.89,12.5,527,Good
42.9,71.5,30.4,49.9,39.1,18.6,3.22,4.4,715,Hazardous
28.6,67.6,3.2,5,18.6,3.3,0.92,16.4,355,Good
32.2,70,47.7,52.4,38,4.6,1.64,6.7,402,Moderate
22.6,56.6,34.2,48.3,23.4,7.8,1.8,8.3,630,Moderate
29,65.3,3.5,6.1,8.5,2.5,1.13,14.1,319,Good
33.2,93.9,21.3,32.2,36.2,21.8,2.35,5.5,714,Poor
31.6,88.9,24.1,40.1,39.4,11.2,2.06,6,474,Poor
41.4,99.5,0.7,40,44.6,16.6,2.51,8.8,608,Hazardous
27.6,78,19.2,29.8,35.6,15,1.45,6.2,387,Poor
29.2,54.5,15.8,18,12.2,6.4,1.15,13.2,498,Good
44.4,70,13,26.5,36.2,9.2,1.89,2.7,685,Hazardous
25.7,63.6,11.8,21.3,31.8,10.9,1.62,7,492,Moderate
21.5,79,2.7,8.6,24.2,5.2,1,10.3,282,Good
21.7,45.8,9.8,12.2,20.4,6.2,1.04,10.8,596,Good
52.6,91.3,150.5,159,36.8,6.3,2.71,5.1,482,Hazardous
42.2,123,42.1,79.4,42.9,27.3,1.82,3.1,867,Hazardous
30.2,75.3,1,1.9,41.1,5.7,1.57,4.3,609,Poor
24.8,67.9,2.3,8.2,23.9,1.4,1.08,18.8,207,Good
27.9,60.5,22.9,47.1,17.2,17.3,1.75,3.9,603,Poor
26.9,95.2,0,17.3,26.9,23.6,1.33,10.2,650,Moderate
45,76.7,15.8,21.9,45.2,24.1,2.91,11,808,Hazardous
29.7,61.6,1.5,10,21,5.4,1.17,13.4,541,Good
24.8,58.5,10.3,18.9,32.3,11.3,1.36,5,471,Moderate
